numero_leccion,titulo,url,descripcion,ejemplos_codigo,categoria
200,MySQL Drop Table,https://www.w3schools.com/python/python_mysql_drop_table.asp,"Python MySQLDrop Table
Delete a Table
You can delete an existing table by using 
the ""DROP TABLE"" statement:
Example
Delete the table ""customers"":","import mysql.connectormydb = mysql.connector.connect(host=""localhost"",user=""yourusername"",password=""yourpassword"",database=""mydatabase"")mycursor = 
  mydb.cursor()sql = ""DROP TABLE customers""mycursor.execute(sql)
---
import mysql.connectormydb = mysql.connector.connect(host=""localhost"",user=""yourusername"",password=""yourpassword"",database=""mydatabase"")mycursor = 
  mydb.cursor()sql = ""DROP TABLE IF EXISTS customers""mycursor.execute(sql)",Python Avanzado
201,MySQL Update,https://www.w3schools.com/python/python_mysql_update.asp,"Python MySQLUpdate Table
Update Table
You can update existing records in a table by using 
the ""UPDATE"" statement:
Example
Overwrite the address column from ""Valley 345"" to ""Canyon 123"":","import mysql.connectormydb = mysql.connector.connect(host=""localhost"",user=""yourusername"",password=""yourpassword"",database=""mydatabase"")mycursor = 
  mydb.cursor()sql = ""UPDATE customers SET address = 'Canyon 123' 
  WHERE address = 'Valley 345'""mycursor.execute(sql)mydb.commit()print(mycursor.rowcount, ""record(s) affected"")
---
import mysql.connectormydb = mysql.connector.connect(host=""localhost"",user=""yourusername"",password=""yourpassword"",database=""mydatabase"")mycursor = mydb.cursor()sql = ""UPDATE customers SET address = %s 
  WHERE address = %s""val = (""Valley 345"", ""Canyon 123"")mycursor.execute(sql, 
  val)mydb.commit()print(mycursor.rowcount, ""record(s) 
  affected"")",Python Avanzado
202,MySQL Limit,https://www.w3schools.com/python/python_mysql_limit.asp,"Python MySQLLimit
Limit the Result
You can limit the number of records returned from the query, by using the ""LIMIT"" statement:
Example
Select the 5 first records in the ""customers"" table:","import mysql.connectormydb = mysql.connector.connect(host=""localhost"",user=""yourusername"",password=""yourpassword"",database=""mydatabase"")mycursor = 
  mydb.cursor()mycursor.execute(""SELECT * FROM customers LIMIT 5"")myresult = mycursor.fetchall()for x in 
  myresult:print(x)
---
import mysql.connectormydb = mysql.connector.connect(host=""localhost"",user=""yourusername"",password=""yourpassword"",database=""mydatabase"")mycursor = 
  mydb.cursor()mycursor.execute(""SELECT * FROM customers LIMIT 5 
  OFFSET 2"")myresult = mycursor.fetchall()for x in 
  myresult:print(x)",Python Avanzado
203,MySQL Join,https://www.w3schools.com/python/python_mysql_join.asp,"Python MySQLJoin
Join Two or More Tables
You can combine rows from two or more tables, based on a related column 
between them, by using a JOIN statement.
Consider you have a ""users"" table and a ""products"" table:
users","{ id: 1, name: 'John', fav: 154},{ id: 
  2, name: 'Peter', fav: 154},{ id: 3, name: 'Amy', fav: 155},{ id: 4, name: 'Hannah', fav:},{ id: 5, name: 'Michael', fav:}
---
{ id: 154, name: 
  'Chocolate Heaven' },{ id: 155, name: 'Tasty Lemons' },{ 
  id: 156, name: 'Vanilla Dreams' }
---
import mysql.connectormydb = mysql.connector.connect(host=""localhost"",user=""yourusername"",password=""yourpassword"",database=""mydatabase"")mycursor = mydb.cursor()sql = ""SELECT \users.name AS user, 
  \products.name AS favorite \FROM users \INNER JOIN 
  products ON users.fav = products.id""mycursor.execute(sql)myresult = mycursor.fetchall()for x in myresult:print(x)",Python Avanzado
204,MongoDB Get Started,https://www.w3schools.com/python/python_mongodb_getstarted.asp,"PythonMongoDB
Python can be used in database applications.
One of the most popular NoSQL database is MongoDB.
MongoDB
MongoDB stores data in JSON-like documents, which makes the database very 
flexible and scalable.","C:\Users\Your Name\AppData\Local\Programs\Python\Python36-32\Scripts>python -m pip install pymongo
---
import pymongo",Python Avanzado
205,MongoDB Create DB,https://www.w3schools.com/python/python_mongodb_create_db.asp,"Python MongoDBCreate Database
Creating a Database
To create a database in MongoDB, start by creating a MongoClient object, then specify a connection URL with the 
correct ip address and the name of the database you want to create.
MongoDB will create the database if it does not exist, and make a connection 
to it.
Example","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]
---
print(myclient.list_database_names())
---
dblist = myclient.list_database_names()if ""mydatabase"" in dblist:print(""The database exists."")",Python Avanzado
206,MongoDB Collection,https://www.w3schools.com/python/python_mongodb_create_collection.asp,"Python MongoDBCreate Collection
Acollectionin MongoDB is the same as atablein SQL databases.
Creating a Collection
To create a collection in MongoDB, use database object and specify the name 
of the collection you want to create.
MongoDB will create the collection if it does not exist.","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]
---
print(mydb.list_collection_names())
---
collist = mydb.list_collection_names()if ""customers"" in collist:print(""The collection exists."")",Python Avanzado
207,MongoDB Insert,https://www.w3schools.com/python/python_mongodb_insert.asp,"Python MongoDBInsert Document
Adocumentin MongoDB is the same as arecordin SQL databases.
Insert Into Collection
To insert a record, ordocumentas it is called in MongoDB, into a collection, we use theinsert_one()method.
The first parameter of theinsert_one()method is a 
dictionary containing the 
name(s) and value(s) of each field in the document you want to insert.","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]mydict = { ""name"": ""John"", ""address"": ""Highway 37"" }x =
  mycol.insert_one(mydict)
---
mydict = { ""name"": ""Peter"", ""address"": ""Lowstreet 27"" }x = mycol.insert_one(mydict)print(x.inserted_id)
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]mylist = [{ ""name"": ""Amy"", ""address"": ""Apple st 652""},{ ""name"": ""Hannah"", ""address"": ""Mountain 21""},{ ""name"": 
    ""Michael"", ""address"": ""Valley 345""},{ ""name"": ""Sandy"", ""address"": 
    ""Ocean blvd 2""},{ ""name"": ""Betty"", ""address"": ""Green Grass 1""},{ ""name"": ""Richard"", ""address"": ""Sky st 331""},{ ""name"": ""Susan"", 
    ""address"": ""One way 98""},{ ""name"": ""Vicky"", ""address"": ""Yellow 
    Garden 2""},{ ""name"": ""Ben"", ""address"": ""Park Lane 38""},{ ""name"": ""William"", ""address"": ""Central st 954""},{ ""name"": 
    ""Chuck"", ""address"": ""Main Road 989""},{ ""na",Python Avanzado
208,MongoDB Find,https://www.w3schools.com/python/python_mongodb_find.asp,"Python MongoDBFind
In MongoDB we use thefind()andfind_one()methods to find data in a collection.
Just like theSELECTstatement is used to find data in a 
  table in a MySQL database.
Find One
To select data from a collection in MongoDB, we can use thefind_one()method.","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]x = mycol.find_one()print(x)
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]for x in mycol.find():print(x)
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]for x in mycol.find({},{ ""_id"": 0, ""name"": 1, ""address"": 1 }):print(x)",Python Avanzado
209,MongoDB Query,https://www.w3schools.com/python/python_mongodb_query.asp,"Python MongoDBQuery
Filter the Result
When finding documents in a collection, you can filter the result by using a 
query object.
The first argument of thefind()method 
is a query object, and is used to limit the search.
Example","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]myquery = { ""address"": ""Park Lane 38"" }mydoc = mycol.find(myquery)for x in mydoc:print(x)
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]myquery = { ""address"": { ""$gt"": ""S"" } }mydoc = mycol.find(myquery)for x in mydoc:print(x)
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]myquery = { ""address"": { ""$regex"": ""^S"" } }mydoc = mycol.find(myquery)for x in mydoc:print(x)",Python Avanzado
210,MongoDB Sort,https://www.w3schools.com/python/python_mongodb_sort.asp,"Python MongoDBSort
Sort the Result
Use thesort()method to sort the result in 
ascending or descending order.
Thesort()method takes one parameter for 
""fieldname"" and one parameter for ""direction"" (ascending is the default 
direction).
Example","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]mydoc = mycol.find().sort(""name"")for x in mydoc:print(x)
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]mydoc = mycol.find().sort(""name"", -1)for x in mydoc:print(x)",Python Avanzado
211,MongoDB Delete,https://www.w3schools.com/python/python_mongodb_delete.asp,"Python MongoDBDelete Document
Delete Document
To delete one document, we use thedelete_one()method.
The first parameter of thedelete_one()method 
is a query object defining which document to delete.
Note:If the query finds more than one document, only the first 
occurrence is deleted.","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]myquery = { ""address"": ""Mountain 21"" }mycol.delete_one(myquery)
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]myquery = { ""address"": {""$regex"": ""^S""} }x = mycol.delete_many(myquery)print(x.deleted_count, "" documents 
  deleted."")
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]x = mycol.delete_many({})print(x.deleted_count, "" documents 
  deleted."")",Python Avanzado
212,MongoDB Drop Collection,https://www.w3schools.com/python/python_mongodb_drop_collection.asp,"Python MongoDBDrop Collection
Delete Collection
You can delete a table, or collection as it is called in MongoDB, by using 
thedrop()method.
Example
Delete the ""customers"" collection:","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]mycol.drop()",Python Avanzado
213,MongoDB Update,https://www.w3schools.com/python/python_mongodb_update.asp,"Python MongoDBUpdate
Update Collection
You can update a record, or document as it is called in MongoDB, by using 
theupdate_one()method.
The first parameter of theupdate_one()method 
is a query object defining which document to update.
Note:If the query finds more than one record, only the first 
occurrence is updated.","import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]myquery = { ""address"": ""Valley 345"" }newvalues = { ""$set"": { 
  ""address"": ""Canyon 123"" } }mycol.update_one(myquery, newvalues)#print ""customers"" after the update:for x in mycol.find():print(x)
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]myquery = { ""address"": { ""$regex"": ""^S"" } }newvalues = { ""$set"": { 
  ""name"": ""Minnie"" } }x = mycol.update_many(myquery, newvalues)print(x.modified_count, ""documents updated."")",Python Avanzado
214,MongoDB Limit,https://www.w3schools.com/python/python_mongodb_limit.asp,"Python MongoDBLimit
Limit the Result
To limit the result in MongoDB, we use thelimit()method.
Thelimit()method takes one parameter, a number defining how many documents 
to return.
Consider you have a ""customers"" collection:","{'_id': 1, 'name': 'John', 'address': 'Highway37'}{'_id': 2, 'name': 'Peter', 'address': 'Lowstreet 27'}{'_id': 3, 'name': 'Amy', 'address': 'Apple st 652'}{'_id': 4, 'name': 'Hannah', 'address': 'Mountain 21'}{'_id': 5, 'name': 'Michael', 'address': 'Valley 345'}{'_id': 6, 'name': 'Sandy', 'address': 'Ocean blvd 2'}{'_id': 7, 'name': 'Betty', 'address': 'Green Grass 1'}{'_id': 8, 'name': 'Richard', 'address': 'Sky st 331'}{'_id': 9, 'name': 'Susan', 'address': 'One way 98'}{'_id': 10, 'name': 'Vicky', 'address': 'Yellow Garden 2'}{'_id': 11, 'name': 'Ben', 'address': 'Park Lane 38'}{'_id': 12, 'name': 'William', 'address': 'Central st 954'}{'_id': 13, 'name': 'Chuck', 'address': 'Main Road 989'}{'_id': 14, 'name': 'Viola', 'address': 'Sideway 1633'}
---
import pymongomyclient = pymongo.MongoClient(""mongodb://localhost:27017/"")mydb = myclient[""mydatabase""]mycol = mydb[""customers""]myresult = mycol.find().limit(5)#print the result:for x in myresult:print(x)",Python Avanzado
215,Python Overview,https://www.w3schools.com/python/python_reference.asp,"PythonReference
This section contains a Python reference documentation.
Python Reference
Module Reference",,Python Avanzado
216,Python Built-in Functions,https://www.w3schools.com/python/python_ref_functions.asp,"PythonBuilt in Functions
Python has a set of built-in functions.",,Python Avanzado
217,Python String Methods,https://www.w3schools.com/python/python_ref_string.asp,"PythonString Methods
Python has a set of built-in methods that you can use on strings.
Note:All string methods returns new values. They do not change the original string.
Note:All string methods returns new values. They do not change the original string.
Learn more about strings in ourPython Strings Tutorial.",,Python Avanzado
218,Python List Methods,https://www.w3schools.com/python/python_ref_list.asp,"PythonList/Array Methods
Python has a set of built-in methods that you can use on lists/arrays.
Note:Python does not have built-in support for Arrays, 
  but Python Lists can be used instead.
Learn more about lists in ourPython Lists Tutorial.
Learn more about arrays in ourPython Arrays Tutorial.",,Python Avanzado
219,Python Dictionary Methods,https://www.w3schools.com/python/python_ref_dictionary.asp,"PythonDictionary Methods
Python has a set of built-in methods that you can use on dictionaries.
Learn more about dictionaries in ourPython Dictionaries Tutorial.",,Python Avanzado
220,Python Tuple Methods,https://www.w3schools.com/python/python_ref_tuple.asp,"PythonTuple Methods
Python has two built-in methods that you can use on tuples.
Learn more about tuples in ourPython Tuples Tutorial.",,Python Avanzado
221,Python Set Methods,https://www.w3schools.com/python/python_ref_set.asp,"PythonSet Methods
Python has a set of built-in methods that you can use on sets.
Learn more about sets in ourPython Sets Tutorial.",,Python Avanzado
222,Python File Methods,https://www.w3schools.com/python/python_ref_file.asp,"PythonFile Methods
Python has a set of methods available for the file object.
Learn more about the file object in ourPython File Handling Tutorial.",,Python Avanzado
223,Python Keywords,https://www.w3schools.com/python/python_ref_keywords.asp,"PythonKeywords
Python has a set of keywords that are reserved words that cannot be used as 
variable names, function names, or any other identifiers:",,Python Avanzado
224,Python Exceptions,https://www.w3schools.com/python/python_ref_exceptions.asp,"PythonBuilt-in Exceptions
Built-in Exceptions
The table below shows built-in exceptions that are usually raised in Python:",,Python Avanzado
225,Python Glossary,https://www.w3schools.com/python/python_ref_glossary.asp,"PythonGlossary
This is a list of all the features explained in the Python Tutorial.",,Python Avanzado
226,Built-in Modules,https://www.w3schools.com/python/python_ref_modules.asp,"PythonPython Built-in Modules
This page lists the built-in modules that ship with the Python 3.13 Standard Library.
These modules are available without extra installation (some are platform-dependent).
A
B",,Python Avanzado
227,Random Module,https://www.w3schools.com/python/module_random.asp,"PythonRandom Module
Python has a built-in module that you can use to make random numbers.
Therandommodule has a set of methods:",,Python Avanzado
228,Requests Module,https://www.w3schools.com/python/module_requests.asp,"PythonRequestsModule
Example
Make a request to a web page, and print the response text:
Definition and Usage
Therequestsmodule allows you to send HTTP 
requests using Python.","import requestsx = requests.get('https://w3schools.com/python/demopage.htm')print(x.text)
---
C:\Users\Your Name\AppData\Local\Programs\Python\Python36-32\Scripts>pip install requests
---
requests.methodname(params)",Python Avanzado
229,Statistics Module,https://www.w3schools.com/python/module_statistics.asp,"Pythonstatistics Module
Python statistics Module
Python has a built-in module that you can use to calculate mathematical 
statistics of numeric data.
Thestatisticsmodule was new in Python 3.4.
Statistics Methods",,Python Avanzado
230,Math Module,https://www.w3schools.com/python/module_math.asp,"Pythonmath Module
Python math Module
Python has a built-in module that you can use for mathematical tasks.
Themathmodule has a set of methods and constants.
Math Methods",,Python Avanzado
231,cMath Module,https://www.w3schools.com/python/module_cmath.asp,"Pythoncmath Module
Python cmath Module
Python has a built-in module that you can use for mathematical tasks for 
complex numbers.
The methods in this module acceptsint,float,  andcomplexnumbers. It even accepts Python objects that has a__complex__()or__float__()method.
The methods in this module almost always return a complex number. If the return 
value can be expressed as a real number, the return value has an imaginary part 
of 0.",,Python Avanzado
232,Remove List Duplicates,https://www.w3schools.com/python/python_howto_remove_duplicates.asp,"How to Remove Duplicates From a Python List
Learn how to remove duplicates from a List in Python.
Example
Remove any duplicates from a List:
Example Explained","mylist = [""a"", ""b"", ""a"", ""c"", ""c""]mylist = list(dict.fromkeys(mylist))print(mylist)
---
mylist = [""a"", ""b"", ""a"", ""c"", ""c""]mylist = list(dict.fromkeys(mylist))print(mylist)
---
mylist = [""a"", ""b"", ""a"", ""c"", ""c""]mylist = list(dict.fromkeys(mylist))print(mylist)",Python Avanzado
233,Reverse a String,https://www.w3schools.com/python/python_howto_reverse_string.asp,"How to Reverse a String in Python
Learn how to reverse a String in Python.
There is no built-in function to reverse a String in Python.
The fastest (and easiest?) way is to use a slice that steps backwards,-1.
Example","txt = ""Hello World""[::-1]print(txt)
---
txt =""Hello World""[::-1]print(txt)
---
txt = ""Hello World""[::-1]print(txt)",Python Avanzado
234,Add Two Numbers,https://www.w3schools.com/python/python_howto_add_two_numbers.asp,"How to Add Two Numbers in Python
Learn how to add two numbers in Python.
Use the+operator to add two numbers:
Example
Add Two Numbers with User Input","x = 5y = 10print(x + y)
---
x = input(""Type a number: "")y = input(""Type another number: "")sum 
  = int(x) + int(y)print(""The sum is: "", sum)",Python Avanzado
235,Python Examples,https://www.w3schools.com/python/python_examples.asp,"PythonExamples
Python Syntax
Syntax Explained
Python Variables
Variables Explained",,Python Avanzado
236,Python Compiler,https://www.w3schools.com/python/python_compiler.asp,"PythonOnline Compiler
Python Compiler (Editor)
With our online Python compiler, you can edit Python code, and view the result in your browser.
Example
Click on the ""Try it Yourself"" button to see how it works.","print(""Hello, World!"")x=""Python""y=""is""z=""awesome""print(x, y, z)",Python Avanzado
237,Python Exercises,https://www.w3schools.com/python/python_exercises.asp,"PythonExercises
Test your Python skills with exercises from all categories:
Exercises
Tip:Sign into track your progress.
Get Started3 exercises",,Python Avanzado
238,Python Quiz,https://www.w3schools.com/python/python_quiz.asp,"PythonQuiz
You can test your Python skills with W3Schools' Quiz.
The Test
The test contains 25 questions and there is no time limit.
The test is not official, it's just a nice way to see how much you know, or don't know, about 
Python.",,Python Avanzado
239,Python Server,https://www.w3schools.com/python/python_server.asp,"PythonServer
Create a Python Server
Coding Skills
AI Tutor
Projects",,Python Avanzado
240,Python Syllabus,https://www.w3schools.com/python/python_syllabus.asp,"PythonSyllabus
Introduction
TheW3Schools Python Tutorialis comprehensive and beginner-friendly.
It will give you a fundamental knowledge of Python.
It is designed for beginners and requires no prior experience with programming.","print(""Hello, World!"")",Python Avanzado
241,Python Study Plan,https://www.w3schools.com/python/python_study_plan.asp,"PythonStudy Plan
Introduction
The Python study plan helps you teach your students Python step-by-step.
Creating a study plan for Python is easy.
You can use a pre-built study plan or customize it.",,Python Avanzado
242,Python Interview Q&A,https://www.w3schools.com/python/python_interview_questions.asp,"PythonInterview Questions
This page contains a list of typical Python Interview Questions and Answers.
Python Interview Questions
These questions and answers cover some fundamental Python concepts that are often discussed in interviews.
Lists, tuples, and sets are all used to store multiple items in a single variable, but they have different properties:","num = ""5""convert = int(num)
---
print(type(x))
---
x = 41

if x > 10:
  print(""Above ten,"")
  if x > 20:
    print(""and also above 20!"")
  else:
    print(""but not above 20."")",Python Avanzado
243,Python Bootcamp,https://www.w3schools.com/python/python_bootcamp.asp,"W3SchoolsPython Bootcamp
Python Bootcamp
Learn More
Live Online Bootcamp
In this bootcamp, you will learn the fundamentals of Python. This powerful programming language is widely used in web development, data science and artificial intelligence, and many other fields.",,Python Avanzado
244,Python Certificate,https://www.w3schools.com/python/python_exam.asp,"W3SchoolsPython Certificate
W3Schools offers an Online Certification Program.
The perfect solution for busy professionals who need to balance work, family, and career building.
More than 50 000 certificates already issued!
Get Your Certificate »",,Python Avanzado
245,Python Training,https://www.w3schools.com/python/python_training.asp,"PythonTraining
Introduction:Python is a popular programming language that can be used for a wide range of applications.
W3Schools offers an Python training course that covers Python foundations and more.
The course includes the W3SchoolsCertified Python Developercertification.
The Python training is relevant for companies and schools that want to certify their employees or students.",,Python Avanzado
